,ENSG00000123096,ENSG00000131095,ENSG00000048649,ENSG00000078549,ENSG00000206172,ENSG00000244734,ENSG00000121966,ENSG00000155980,ENSG00000127914,ENSG00000170275,ENSG00000188536,ENSG00000038427,ENSG00000078114,ENSG00000104324,ENSG00000157833,ENSG00000146005,ENSG00000225465,ENSG00000117592,ENSG00000168280,ENSG00000120063,ENSG00000124749,ENSG00000152661,ENSG00000089169,ENSG00000111328,ENSG00000141279,ENSG00000152990,ENSG00000092820,ENSG00000152518,ENSG00000104361,ENSG00000147027,ENSG00000196739,ENSG00000087263,ENSG00000185650,ENSG00000119729,ENSG00000108932,ENSG00000107562,ENSG00000124942
hB_RNA_5021,3.851761026,12.97714626,7.057925204,7.924032451,0.780743176,6.277375931,2.674331288,10.7673133,8.307519166,5.383419223,3.001543849,8.072808522,9.170978402,5.152665769,4.576513643,6.573379765,4.379291498,6.981680168,10.01648051,7.551508519,4.39994482,9.588421971,5.644863347,5.067038469,6.909872015,6.171095644,7.020265309,4.71190353,5.121089146,7.194884906,4.412824909,5.152210532,6.417418304,6.172246101,2.003810951,2.351514919,10.45433553
hB_RNA_8765,4.095672998,12.54959785,7.497999666,7.778038737,1.019202537,7.301916045,2.503753031,10.39318122,8.461124917,5.421847222,3.91574593,7.779565925,8.734702818,4.816198867,4.456406411,6.586396901,6.132650057,6.747594048,10.01813616,6.801054904,4.504052589,8.905707877,6.184102469,4.91508338,7.234937921,6.224199504,6.513021353,4.440125053,5.422453132,7.089129858,3.606366052,5.193621716,5.248382987,5.813279788,2.21328158,3.827182369,9.911902089
hB_RNA_16055,3.7156922,11.74769378,7.521430045,7.973162769,1.154149024,6.775452969,2.041959448,10.5660359,8.594703028,5.487962261,2.826177319,7.914137864,8.950355127,4.792206055,4.608356198,6.744982918,5.981513814,6.780082426,10.00305998,6.664801289,4.488075505,8.673066462,6.762757788,4.980478284,7.243033515,6.112811592,6.699091113,4.783242508,5.891610876,6.772702703,3.707770645,5.469643432,5.846799137,5.90877347,2.864417041,3.704237421,9.98221734
hB_RNA_16715,3.116645865,11.21693053,7.528293442,7.877870059,0.829760385,6.252114,1.732855777,10.87777054,8.566483785,5.723637243,2.437598748,7.647537426,8.646510352,4.183189175,4.648263581,6.764332491,6.563279656,6.314719795,10.34490477,6.211062296,4.008432554,7.683078921,7.084056217,4.890101464,7.154867742,5.451051259,6.340928645,4.377190749,6.223015638,6.283425388,3.631929077,5.554326917,5.452566443,5.575171872,2.735242526,3.599684312,9.508728526
hB_RNA_5041,3.201460254,11.844594,7.402354698,7.409438455,0.173674888,6.177563964,1.486979348,10.04836597,8.405178383,4.993470562,2.109119332,7.367185357,8.474356873,4.154363379,4.277929632,6.103198895,7.114303745,6.558111992,9.937412034,6.437851834,4.158983612,7.563056474,8.353286076,4.131398537,7.160129199,6.064748578,6.899595516,3.987602319,5.991620846,6.184940527,2.11542107,5.355245872,4.837676239,5.302981135,3.217806039,2.739937072,8.800180668
hB_RNA_16505,3.596944368,12.31235804,7.451380519,8.045808009,0.52580841,5.672772939,2.949591706,10.99729425,8.412535206,5.745038579,0.947855733,8.468929017,8.696957028,4.758179443,5.338514014,7.063217994,6.085400854,6.732502108,10.24904733,6.827169571,3.984430422,8.948352889,6.823443004,5.221826881,6.972313983,6.120923255,7.060789256,5.163845321,5.321524604,6.702614143,4.056692583,5.323925731,6.22071792,5.771512862,2.21591117,3.297420091,10.05092568
hB_RNA_16545,3.815202481,12.7428596,7.147076765,8.575039524,1.957433281,7.500959553,1.819594024,11.39368492,8.419827636,5.562035929,3.751312283,8.519541778,8.906842531,4.764895134,4.28756287,6.509868831,4.740174103,7.116302508,10.02434728,7.138619047,4.561006635,9.676576671,6.079583991,4.890977428,6.729266383,5.792930853,7.144107763,5.529845447,4.796091799,7.019549981,4.478961199,5.047987288,6.970442059,5.764345921,3.772306027,2.976804301,11.01218176
hB_RNA_16515,4.106821331,13.03559051,7.367314444,7.944149697,0.513157392,5.544377518,2.046948321,10.97940802,8.391671461,5.777930328,1.65044987,8.409620189,8.873723408,4.847082536,4.688879177,6.53725711,5.649457833,7.242321531,9.997797582,7.10703844,4.340536074,9.498763479,6.720319768,4.998122238,6.96597357,6.195981166,6.900391602,4.777204145,5.705699999,6.94992488,3.949182792,5.050948255,6.339969339,5.870139088,2.459224347,2.749479659,10.63378347
hB_RNA_5051,3.904220903,12.15404921,7.506808097,7.716511314,1.448775095,8.203425661,2.60920378,10.17778346,8.603716167,5.209929207,3.506431974,7.728806054,8.793763169,4.744562225,3.986500978,6.240697574,6.667017807,6.80794809,9.943084786,6.666456966,4.274894624,8.201734138,7.093735323,4.390246445,7.101381832,5.675206571,6.366961,3.54338431,5.71614936,6.715629808,2.852557,5.229502827,4.903795961,5.48083538,3.182910154,2.86118095,9.559324405
hB_RNA_9227,3.802620639,12.36405803,7.412235135,7.875040733,2.012764926,7.610571089,2.816531396,10.66160667,8.42232215,5.760082797,3.698737001,8.535241753,8.625136908,5.035393972,5.131434767,6.816449356,6.22817674,6.705672301,9.897206947,6.76156806,4.550019397,8.966539272,6.861962306,4.817406712,7.240993785,6.149344642,6.948932279,4.785671,5.781439808,6.66438672,4.324076727,5.20484232,5.929242595,5.750459771,2.68148134,3.337186466,9.736144411
hB_RNA_8465,3.90033167,12.58153433,7.278276395,7.638659288,0.010052343,6.463154925,1.8038659,10.81493109,8.398473644,5.083108357,2.585528505,8.270389759,8.782328626,4.706162062,3.755571623,5.81026627,5.78254088,7.010459756,9.752337817,6.847084934,4.40344573,9.179155519,6.889413252,4.93455014,6.700061898,5.498913172,6.667116271,4.482739665,5.856801753,6.465176761,3.832619905,5.226637856,6.006037161,5.332385536,2.767704792,3.133276578,10.1573781
hB_RNA_16655,3.98923961,13.28570575,7.203765505,8.241241523,1.035756222,6.851101601,2.540078096,10.92009014,8.197817428,5.63140626,2.9528305,8.150612614,8.934816869,4.997493699,5.098908397,6.853717322,5.559892721,6.947526682,9.844024913,7.10791193,4.503880167,9.417501363,6.033902817,4.884069902,6.836305516,6.334689017,7.111095747,5.423753978,5.251512321,6.914685001,4.588862742,4.956688718,6.481895956,5.807254134,1.781271936,3.702013441,10.44059396
hB_RNA_9231,3.845463151,12.43939014,7.623655383,7.729435747,0.557535117,6.682281931,1.615165548,10.30229973,8.568344929,5.409874638,2.463102749,7.860967488,8.794487565,4.553605038,4.189281418,6.313576291,6.440883227,6.942377404,10.29141722,6.937044513,4.642985924,8.654936552,7.121851381,4.535823562,7.379245999,5.976364517,6.600475203,3.991094411,5.94568379,6.727552526,2.092352544,5.422217731,4.922200413,5.706856679,2.517291509,2.970125521,9.624210819
hB_RNA_9230,3.764792319,12.45780891,7.471325899,7.772264781,0.787728414,6.055186382,4.632387702,10.74562662,8.528171982,5.550726087,2.9008744,8.006382224,8.656262767,4.80468632,4.752884034,6.873469421,6.722227673,6.560324611,10.37681257,7.531994125,4.382247133,8.3625049,6.540720265,4.989268043,7.162112609,5.954472652,7.101796036,5.188655161,5.7286194,6.704307824,4.023407356,5.273030951,5.678251529,5.995762421,2.698418325,2.885105382,9.683687441
hB_RNA_16575,3.756511268,13.12974099,7.403366183,8.147638303,-0.250458923,6.214533077,2.990071803,11.18029338,8.341295152,6.141737737,2.574046308,8.224243322,8.974591435,4.970953876,5.673079695,7.349926831,5.12030516,6.4458344,9.922429901,6.793751853,4.493739466,9.008088482,6.105759418,5.360030511,6.955912686,6.516021283,7.393804566,5.084513836,5.536574559,7.077650671,5.179461136,5.068258916,6.346973543,6.191053711,1.920733313,2.823511327,10.53731216
hB_RNA_9228,4.093705437,12.67993076,7.518189286,8.069039469,0.545463902,7.2564286,3.045490475,10.80014116,8.412960101,6.009817308,2.848528806,8.095212434,8.903176051,4.853278798,5.319544167,7.159674433,6.277618752,6.84481477,10.08153086,6.941769719,4.686549061,8.829963839,6.519989642,5.090642902,7.184078481,6.473596154,7.287954462,4.707885601,5.487310804,6.840113525,3.995927613,5.130013953,5.800129541,6.325844114,1.953707269,2.735199337,9.800506041
hB_RNA_9225,3.815749445,12.32512765,7.338712787,7.37021626,1.825811342,7.759568613,2.248074437,10.59877488,8.256282039,5.454387246,3.855362558,8.099731295,8.835558691,4.831173017,4.411680375,6.521469387,5.816637239,6.812394225,10.05594098,6.995877835,4.205837776,8.900958045,7.04687534,4.719766673,7.000530306,6.192672554,6.475308518,4.775517265,5.992532624,6.861350549,3.132854607,5.35588413,5.680703806,5.792172582,2.705681079,2.322140347,9.529068278
hB_RNA_8655,3.415637539,12.21866476,7.445340461,7.887805509,1.041594002,6.171793012,4.546145501,10.62987977,8.246708295,5.858935605,1.547376008,8.041882016,9.067900064,5.190286011,5.379808433,6.805084779,5.507450057,6.62167863,10.06221383,7.144533675,4.693572325,9.466952884,5.907478488,5.318992665,7.242793188,6.282972555,7.353463504,5.435654403,5.397971867,7.232335157,4.605145667,5.112849531,6.278197678,6.376765583,0.854826916,3.522404978,10.19010192
hB_RNA_16365,3.837110084,12.96998038,7.33828062,8.04453561,0.610064451,5.696316807,2.252213258,10.91454241,8.308771235,5.439815378,2.172882914,8.164782252,8.660951306,4.855890154,4.901631514,6.89174867,5.779202172,6.726807588,10.0061375,6.856322776,4.372914757,8.852353181,6.633798413,4.962288843,6.846768033,5.924527142,6.972252037,4.669200448,5.437406075,6.685495067,4.309900836,5.238854623,5.776507732,5.644808514,2.460656578,3.047186169,10.06974143
hB_RNA_16205,3.416566594,12.58374911,7.374904712,7.938264662,3.622579136,9.456086915,2.257653164,10.92365137,8.406757599,5.652488738,5.890746752,7.753533725,8.887216755,4.427249225,4.588521784,7.039516069,6.038465527,6.590227616,10.08231962,6.896992054,3.866157599,8.778129848,7.338951018,4.798300865,7.059866055,6.233435854,6.791458899,4.6908054,5.915832834,6.841621484,4.445679576,5.053450538,5.68060076,5.720612691,3.141042009,2.074021334,9.804305717
hB_RNA_16095,3.603530988,12.1503382,7.555365394,8.217417452,2.81984053,8.934844199,1.735272301,10.93300437,8.451472678,5.653818167,-3.413233837,7.721999733,8.81669696,4.636697392,4.987527025,7.265727163,5.970610762,6.428553975,10.19358154,6.521198227,4.515430443,8.75930797,6.891893211,4.817625081,7.133765571,6.436758358,6.897464482,4.593396448,5.12514296,6.999359048,3.620476908,5.253346385,5.615347901,5.625730686,2.291597105,4.342904367,9.687615494
hB_RNA_16215,3.796728413,11.64176292,7.441849516,7.851983968,1.298117438,7.90318668,3.166143371,10.52372729,8.4685679,5.655742001,3.779401638,7.741379842,8.709449962,4.729194745,5.158004398,6.900199565,5.905668594,6.711720437,9.799133877,6.817712394,4.761709851,9.369467699,6.122547297,4.774036889,7.28843399,6.215181081,6.817586816,4.798354793,5.55290994,7.274870598,4.067018448,5.27626013,6.153249987,5.878159084,2.08508413,3.972814757,10.23581732
hB_RNA_16315,3.75666579,12.50069195,7.36800333,8.324798403,0.081333986,5.684953641,1.881754436,10.93756999,8.354519178,5.863675104,1.485410658,8.064739001,8.899662383,4.492261818,4.298071117,7.234001152,6.241469827,6.995738875,10.20720603,6.879094051,4.472574916,9.133131872,6.792332488,4.632380811,6.718319056,6.047817138,6.789750486,4.385807382,5.622694204,6.836758595,3.59899851,5.347687754,5.537191426,5.527392408,3.562871155,3.029404974,10.182596
hB_RNA_8985,3.668763627,12.41831943,7.37802105,7.658301145,1.312918487,6.419141619,1.374361151,10.7177843,8.184408331,5.437794989,2.676796323,7.961695997,8.643763792,4.186914923,4.631320319,6.936420579,5.582644406,6.793149983,9.993340298,6.568999337,4.346394313,8.744197766,7.392547474,4.7260325,6.976529412,6.15255613,6.544173062,6.040159557,6.097341711,6.459707839,4.402983379,4.96390644,6.312406565,5.710868139,2.337424169,2.102699822,9.787728077
hB_RNA_5111,2.665227938,11.67880291,7.502183214,7.569432949,-1.508537478,4.471692903,2.468001749,10.72394312,8.679333672,5.553514515,0.998286584,8.264218602,8.42044752,4.723326193,5.130281387,6.54791881,6.296650664,6.248869334,10.18399922,6.650860665,4.648411915,7.392847486,6.401285674,4.823878352,7.171840294,5.864343697,6.711871795,4.521009443,5.262226522,6.482024227,4.087513203,5.172778042,5.547036916,5.86478796,0.60102524,2.888932391,9.224566456
hB_RNA_16325,3.132074675,13.11595374,7.137911085,7.806936863,1.377208674,6.257245468,1.680098804,10.67325973,8.35644388,5.447958117,3.917754427,7.65185627,8.498117885,4.23716817,4.003302511,6.536538375,5.679307142,6.386749485,9.708667912,6.737424163,4.477875966,8.464253429,7.045020189,4.460563502,6.850326498,5.905754539,6.51434691,4.923655294,5.695528029,6.289949725,4.663195682,5.106336262,6.339192996,5.524967143,3.400930196,3.221426939,9.848558725
hB_RNA_8555,3.763010748,13.15344134,7.493677479,8.143670312,1.916563938,8.466080054,2.379794655,10.55113157,8.420871258,5.804090765,3.969315204,8.108689724,8.81933479,4.442536901,4.941810297,6.890592416,6.261643659,6.84195883,10.06571984,6.848249357,4.670144031,8.952643516,6.502022287,4.936414527,7.140776289,6.259592885,6.923651295,4.657114532,4.96141852,6.966611181,3.926962526,5.141419581,5.728878163,5.672895485,1.869741419,3.40002713,10.006351
hB_RNA_16335,3.339816275,11.8427529,7.454204856,7.858070079,1.245312724,7.261958174,3.262140325,10.78378177,8.244795743,5.92917309,3.501327184,8.915218132,8.460210048,4.568795566,4.883342906,6.697923164,6.154564607,6.252699742,9.801448798,6.490505115,4.373674983,8.37924251,6.680704847,5.119278516,6.816011276,5.859865369,6.842474702,5.221506286,5.177144352,6.497691422,3.625635203,5.400798143,6.12715331,5.723015661,2.680012176,3.252567192,9.918830345
hB_RNA_16085,3.16500811,11.80866375,7.543990591,7.950471164,0.301128206,5.193070074,2.797599478,11.39170302,8.49795312,5.878072072,1.479831026,7.806054157,8.656408199,4.643381634,5.112242431,6.801065851,5.840281659,6.265062463,10.2846793,6.828281689,4.579671054,8.622894658,6.12534199,4.731081156,7.330925149,5.793660216,7.130462518,5.198294815,5.334049457,6.569322517,4.892922198,5.230370932,6.372915423,6.143055302,1.493466232,2.588635808,9.703416417
hB_RNA_8595,2.876546626,13.0034143,7.446201603,7.85692939,0.44991885,5.876116589,0.618672478,10.22039737,8.555414069,5.278313708,2.362765546,7.212180329,8.39052549,4.115036013,3.249897003,5.941097932,6.744928454,6.556053722,10.05698769,6.252245492,4.050632066,7.902087231,7.0206342,4.31353226,7.26778414,5.873303785,6.302699657,4.163323182,5.71729864,6.150466653,3.964222938,5.566347651,5.748136459,5.296078343,3.159840576,3.277808455,9.3567849
hB_RNA_16065,3.982053006,12.55636299,7.454542396,7.937129244,0.923517815,7.08201328,2.649084823,10.9539074,8.269369749,6.012912736,3.554711327,8.296696499,8.944264486,4.88769014,5.089264889,7.21138139,5.973133459,6.959048344,10.07046961,6.879764387,4.347105061,9.050126733,6.43383458,5.120209682,7.095259499,6.393197532,7.186044616,5.22032123,5.751725272,7.090710264,3.73283308,5.290529746,5.974007126,6.026752748,2.617351081,3.367453719,10.1870472
hB_RNA_9229,3.682403775,13.20283652,7.591254627,8.116608585,4.058281886,10.65057626,3.565689081,10.7780581,8.517013442,5.889375064,5.867191479,8.17710388,9.150101297,4.964828979,4.505771267,6.864582704,5.945022059,7.342383956,10.12914919,7.52015112,4.415916645,9.411338971,6.251682008,4.9356957,7.284384306,6.483129262,7.215182057,5.444258335,5.17748303,7.151510329,3.878070032,5.298928973,6.624389495,6.379693787,2.5238625,3.683430134,10.60105508
hB_RNA_16465,3.724697565,12.4373737,7.377378761,8.03671026,2.142757754,8.013266514,2.115230923,10.91311989,8.413543332,5.396717501,4.108381986,8.204875046,8.620503252,4.315598176,4.497301901,6.399436002,5.835283015,6.708104551,10.09721147,6.721764389,4.872580341,9.161117989,6.326243881,4.695100688,6.930385466,6.022066252,6.753220907,4.608194893,5.542683499,6.837831248,4.517254502,5.165604789,6.052961284,5.539371389,2.447405212,2.504723542,10.08619968
hB_RNA_5141,2.531778322,12.08208919,7.496115023,7.651481423,0.27777178,6.685361797,1.818094073,10.73246575,8.60058964,5.468788409,2.33027943,7.640506448,8.719417825,4.256624283,3.390696891,6.01979409,6.502892031,6.674948358,10.23605324,7.131687422,4.248176507,8.402136691,6.60865887,4.87356717,7.288512893,4.631462322,6.417159245,5.599074049,6.160283312,6.375004182,3.82581637,5.120934047,6.15477835,5.759259445,1.938056997,1.792443871,9.170000867
hB_RNA_16075,3.468227381,12.46113692,7.520024161,7.932423493,1.842850641,7.783431876,2.382231384,11.0716596,8.490298805,5.843927736,3.777150935,7.998491401,9.033191256,4.512140849,4.929440573,7.249479385,6.022966058,6.714526748,10.23987948,6.905799603,4.317328951,9.168347608,6.676122713,4.898445121,7.185775637,6.18779859,6.883539805,4.784221041,5.736626094,6.880632811,3.858171185,5.190671356,5.892790152,6.036362513,2.446153898,2.577493496,9.892743392
hB_RNA_8955,3.238536038,13.16583958,7.323311303,7.68194049,0.596852778,6.790209852,0.632872374,10.41492968,8.227267144,5.428175259,3.119018542,7.628296292,8.538553343,4.347641394,3.771093668,6.385837453,6.358037571,6.308690831,9.918367384,6.458158637,4.058072239,7.78705975,7.057780364,4.552796949,6.989393077,5.737660999,6.373217774,4.385062455,5.80894063,6.203572825,3.469247069,5.431168295,5.563118227,5.712310575,2.731795345,2.180986493,9.407943277
hB_RNA_16345,4.098829186,13.53505644,7.405408996,8.401028011,1.997880218,7.51975164,2.183883587,10.05805632,8.584253055,5.750803663,3.824936392,7.917808798,8.84222406,4.988677096,4.808198556,6.899966486,5.131146249,7.015328314,9.78738249,6.960419344,3.996330143,8.976928657,6.04165768,4.848877785,6.995219873,6.51732687,6.770713715,5.324002787,4.352218835,7.656591852,4.216556464,5.279997995,6.39901505,6.217349738,2.792993383,3.969249159,10.08900207
hB_RNA_8665,3.767001337,12.3532477,7.492429738,7.784662828,0.124239094,5.672221625,2.495160113,10.7293197,8.331391237,5.710378041,1.600757205,8.12707044,8.679054311,4.828808176,4.834458851,6.882083994,6.181245117,6.614243496,10.10395344,6.814756405,4.253162739,8.846319968,6.972877805,5.015651533,6.982822758,6.403926698,6.954170065,4.631316705,5.548040543,6.787100895,3.261517459,5.425080434,5.654467432,5.637579399,2.861031113,2.551860733,9.913825151
hB_RNA_9025,4.199122708,11.42206443,7.542004243,7.780375794,2.442946988,8.464298463,1.892338285,10.43015551,8.570469176,5.493192091,3.981613638,7.899994438,8.680243518,4.636005172,3.858818544,5.927189726,6.610270717,7.231971254,10.08897417,6.66053148,4.458055864,9.111855781,6.620352775,4.592718689,7.306346362,5.947385787,6.528245713,3.827874748,5.642472229,6.861228297,2.670792423,5.268407323,5.506362528,5.455662611,2.350046903,3.353659326,9.703473682
hB_RNA_5151,3.70821597,12.02368873,7.633141326,7.749273293,0.082474366,6.694248961,0.576257206,10.42229662,8.55655913,5.259198717,2.335780935,7.779749624,8.849290063,4.378225188,3.605592104,5.924429825,6.788072915,7.325532611,10.04622053,6.632657924,4.645219562,8.492878408,6.926055086,4.117502914,7.289283557,6.027428981,6.331232947,3.180871057,6.066378354,6.783016084,2.577377006,5.204177575,4.759942324,5.397650086,2.827615587,2.48625412,9.843633598
hB_RNA_5161,3.919543659,13.53587589,7.646758398,7.860338506,1.275474801,7.628170379,1.749592642,10.83911283,8.747296207,5.907531049,3.198302118,8.375817403,8.874597529,5.274072376,5.24726594,7.105708034,5.561562728,6.937763646,9.932644057,7.036919641,4.29025411,8.772400968,5.834862394,5.126607234,7.065134425,6.543769739,7.056886972,4.965456848,4.93805053,6.819830917,4.179281803,5.098765643,6.056643792,6.14374601,2.548687983,3.122253805,10.03979289
hB_RNA_16415,3.80314506,13.3366949,7.372098204,7.738230502,-1.203060192,3.086496098,1.142170756,10.91672073,8.322591973,5.825218706,0.592952292,7.821666355,8.810585409,4.611771262,4.778188807,7.426353857,5.734782564,6.735278495,10.11056511,6.94976688,4.150373397,9.033293689,6.981208195,4.692667503,7.015053765,6.104917563,6.747400513,5.560365009,6.107197839,6.57657269,3.98524389,5.232813936,6.433139862,5.926645992,3.4045443,1.921706625,9.960077639
hB_RNA_16935,3.315794461,13.0064331,7.409860966,8.254984708,1.711867663,7.425764768,1.789829227,11.16192651,8.362539587,5.660064362,3.33063352,8.435031645,8.750300191,4.560679779,4.660186313,6.973386755,5.707930702,7.089985793,10.15256666,6.818465264,4.581621813,9.2626285,6.712167702,4.619920239,6.95984095,6.12540923,6.869129941,4.881933753,5.533836548,6.44020751,4.061270638,5.074060239,6.272930279,5.513042456,2.868009499,2.766191349,10.24305134
hB_RNA_16005,2.926412105,12.91220121,7.299488213,7.846939016,-1.361460872,2.499982559,1.392771673,10.9002947,8.416672589,5.408279061,0.30675962,7.486823245,8.346196631,4.562057697,3.903658764,6.494395008,5.546502735,6.586615946,9.96859743,6.302835205,4.605244668,8.281047169,6.364115793,4.327640452,6.83406345,5.431898153,6.447931834,5.204073567,5.408236769,5.890235588,4.873860375,5.171386288,6.51411049,5.381940978,2.933887583,3.490923541,10.03434483
hB_RNA_8645,3.944074216,11.1991972,7.574168495,8.543427756,3.843769034,9.785550092,2.090968791,10.91381856,8.448194375,5.720626512,5.70917162,8.62042821,9.510049975,4.884219031,5.301782821,6.854319453,5.188892299,7.204975318,9.935385002,7.304081334,4.525109353,10.26179728,6.134738233,5.144338516,7.06509912,6.931494204,7.359961388,4.792425377,4.873564428,7.800956798,3.648348126,4.993055827,6.4561825,6.553330321,1.086899989,3.616406671,10.50773743
hB_RNA_4312,4.440359241,13.54146596,7.445212172,8.237573767,1.031663047,6.539640534,2.83219107,10.50609441,8.229666941,6.270137355,2.931418422,8.384458299,8.943110717,5.167740937,5.3066834,7.518359573,5.683955909,6.860088969,9.848425407,7.05925634,5.065341748,9.218213554,6.30720276,5.224439536,6.940960716,6.44076399,7.233692539,5.099716517,4.947508027,7.1796889,4.005371283,5.099712147,6.052259124,6.023586484,2.071276266,3.594012858,10.09585627
hB_RNA_16775,4.245186823,12.77870962,7.694885078,7.429555252,3.467961562,10.67219784,3.576056159,11.20531924,8.300971445,5.979808568,5.052879431,7.858885717,9.088060228,5.025167888,4.994300739,7.083873699,6.367842745,7.424653346,10.31270504,6.981538076,4.260924893,9.330689086,6.504017702,5.62131717,7.394278359,6.122157632,6.961194706,5.664997405,5.538271905,7.199805112,3.230631581,5.291658642,6.326578357,6.52777071,2.491593491,2.691691418,9.61984292
hB_RNA_17035,4.395637175,12.74091276,7.359577777,7.627474818,1.389784442,7.561260446,2.754663241,10.81544564,8.308029674,5.958181277,3.308316268,8.457077314,8.995940042,4.856937487,4.866536588,7.26345666,5.877029083,7.205633116,10.18859677,7.296921463,4.084113173,8.970326615,6.429443959,5.432055428,6.744792824,5.936235894,6.970027684,4.944055483,5.983167913,6.829365326,4.24115551,5.371017953,5.798095996,6.042960299,2.977435568,2.412148435,9.899145759
hB_RNA_4321,3.40575639,11.77942168,7.434295916,7.731091685,1.728250493,7.67812496,1.549183299,10.62295718,8.39618826,5.220978361,4.322842021,7.596595696,8.605768768,4.332766449,4.683193071,6.607770716,6.298260655,6.530815384,9.947577381,6.532006066,3.88476651,8.957473157,7.385823757,4.664987821,7.089694944,6.031469195,6.39262986,4.341622682,6.285378884,6.532922622,3.18729933,4.994434873,5.28683632,5.654620108,2.561639765,3.71965267,9.680624647
hB_RNA_16645,4.005033913,11.96892975,7.473681522,7.99134783,1.662203571,7.756822489,2.666177278,11.06648503,8.27125595,6.2488672,3.736581372,7.740311422,9.073535814,4.55467004,5.866080175,7.400182866,5.802240222,7.00837064,10.15697885,6.826413103,4.229100186,9.41704479,6.414364546,5.366785322,6.976995695,6.610031812,7.255109728,4.785579328,5.356261106,7.259113077,4.005760383,5.251311227,5.86142426,6.226429614,3.038957109,3.912726556,9.853811601
hB_RNA_4331,3.236305157,11.37824211,7.537906458,7.831999091,-0.894695077,5.498183033,1.14339124,10.65720638,8.404119767,5.02926837,1.47062798,6.82552284,8.410138964,3.670152523,5.031925593,7.029512576,6.661319085,6.061162142,10.08934063,5.993086175,3.697981387,7.872148828,8.295582948,4.370478829,7.395783094,5.773406012,6.433024361,4.516672668,5.923180476,6.259629527,3.737090625,5.291893826,5.656924852,5.072755757,2.286784453,2.909536686,9.20279358
hB_RNA_8735,4.86589806,13.67477447,7.427049433,8.267852093,1.437677666,7.400292523,2.809354513,10.12125071,8.301528406,5.893817511,3.397170199,8.320750258,9.230264855,5.272412179,4.383092246,6.437253454,5.576532284,7.464900425,9.887019216,7.224401375,5.339216687,9.230350232,5.856996537,5.244878189,7.006091996,6.522756429,7.202726809,4.985717384,4.91958935,7.459608752,3.874333963,5.157884822,5.942323624,6.1520276,2.675460447,3.881542634,10.15958573
hB_RNA_8495,3.479596147,12.25739266,7.429882931,7.829614683,0.557851046,6.626339635,2.000877159,10.7413769,8.394634974,5.757992255,2.987659985,8.133025927,8.440796597,4.465407587,4.820451196,7.108189688,6.073359185,6.212931309,9.985519879,6.370707849,4.331107876,8.228519704,7.27242003,4.606543635,7.031232997,6.002520886,6.714355347,4.321592581,5.454945397,6.50847394,3.542775752,5.223637542,5.285664491,5.629831779,2.153534595,2.91353817,9.397506321
hB_RNA_8415,4.272623113,13.32896665,7.282734439,8.092942054,1.499981178,7.98274064,1.455615714,10.21260186,8.314129246,5.483542188,3.469021668,8.260979225,8.940326279,4.760102391,4.149935429,6.328544991,6.163588333,7.082960622,9.70720597,6.761236274,5.003601914,9.332991765,6.625825131,4.600657449,6.890250237,6.447599481,6.727974705,4.60153597,5.485795889,7.102333262,3.447071319,5.077604229,6.05014288,5.669977831,2.937193259,3.167929706,10.50192597
hB_RNA_16405,3.906374238,12.5852997,7.481022198,8.307905216,2.625220112,8.100142343,2.77610819,11.07421664,8.267511672,5.84948516,4.579317722,8.394593624,9.030576922,4.872230334,5.188372405,7.168475722,5.672485831,7.165384762,10.0107441,7.14100682,4.680304919,9.329047578,6.808442388,5.116763214,6.935375838,6.490020293,7.31793284,5.214302429,5.552062902,7.188311878,4.205397849,5.201976988,6.309124848,5.722202769,2.990306712,3.738480012,10.70625863
hB_RNA_8805,3.915807788,12.96418891,7.404070886,8.16736131,-0.43961362,4.39649526,2.732642193,10.75274502,8.367170632,5.844727449,1.392662538,7.863085225,8.79662893,4.597494479,4.915111709,7.00971291,5.961709175,6.700987442,10.02228406,6.739592492,4.850674196,8.997796515,5.951425539,4.96674636,7.068441833,6.293569605,6.769858003,4.834402602,5.50919974,6.945985012,4.389561692,4.985208764,6.106715376,5.598464238,2.293743463,3.085903532,10.17187936
hB_RNA_8455,3.634105866,12.29180793,7.495288567,7.629382759,0.045797535,6.157851025,2.381794676,10.72111984,8.279486162,5.954958469,2.029073843,8.231238827,8.502080091,4.747490151,5.360633682,7.162946467,5.751369795,6.557823316,10.00908113,6.591740715,4.168357768,8.846308878,6.118667972,4.907120248,7.049572798,6.139001644,6.676649386,5.075138257,5.759551434,6.746741985,4.152555979,5.165064484,5.736794706,5.9846683,1.711404521,2.994070974,9.606430579
hB_RNA_4351,3.906175031,12.77928286,7.602022765,8.06445105,1.026760938,6.384420835,1.642765664,10.7658506,8.442480156,5.663357788,2.207724812,8.336534604,8.852617477,4.879818606,4.658496739,6.763256603,6.156972594,6.775323632,10.17145034,6.834230021,4.387065904,9.235011659,6.809036639,4.819400779,7.135545637,6.112928752,6.874394737,4.37526623,5.363975571,6.881618576,2.59363911,5.140531488,5.566461565,5.563852071,2.182527196,2.371398408,10.0283908
