,ENSG00000123096,ENSG00000131095,ENSG00000048649,ENSG00000078549,ENSG00000206172,ENSG00000244734,ENSG00000121966,ENSG00000155980,ENSG00000127914,ENSG00000170275,ENSG00000188536,ENSG00000038427,ENSG00000078114,ENSG00000104324,ENSG00000157833,ENSG00000146005,ENSG00000225465,ENSG00000117592,ENSG00000168280,ENSG00000120063,ENSG00000124749,ENSG00000152661,ENSG00000089169,ENSG00000111328,ENSG00000141279,ENSG00000152990,ENSG00000092820,ENSG00000152518,ENSG00000104361,ENSG00000147027,ENSG00000196739,ENSG00000087263,ENSG00000185650,ENSG00000119729,ENSG00000108932,ENSG00000107562,ENSG00000124942
BM_10_695,3.150466247,12.25236344,7.446275805,7.934499134,-1.350800216,5.112466528,1.516808842,11.03254107,8.312418993,5.646813806,1.292661932,7.959964911,8.448271343,4.249981322,4.336672342,6.647310647,6.610182131,6.418426334,10.1460335,6.50974759,3.841273598,7.31762625,7.031938889,4.630010673,7.216443585,5.399751644,6.564968173,4.850286402,6.047882539,5.972156284,3.193531418,5.41155304,5.678909563,5.71635478,2.969375641,1.716124218,9.667300516
hB_RNA_13007,3.583618021,11.26432834,7.411394636,8.166145354,-0.891106159,4.285647812,1.29862591,10.66807579,8.471330794,5.455676193,0.740408547,7.655041584,8.827354086,4.299409685,4.804898368,6.575260239,6.322191028,6.784385941,9.921087588,6.711284927,4.357667765,8.951454652,7.307698271,4.669688816,7.142400376,6.161864988,6.753937428,4.314670212,6.024865292,6.783764702,3.630447755,5.196090064,5.74122571,5.43459799,1.631020678,2.53665875,10.05557147
hB_RNA_13684,3.500075721,12.53706685,7.453622172,8.121193759,1.721094036,6.894219567,2.245011954,10.66602447,8.565165389,6.304081454,1.799291033,8.346716214,8.671598068,5.018480575,5.529377745,7.338947756,5.006291847,6.711225813,9.819302117,6.830330232,3.928852579,8.506504791,5.214202159,5.048972378,6.895341869,6.44837954,7.002295228,5.22996071,4.824223209,6.324617722,4.341745252,5.488885876,6.096701685,5.899138582,2.482378705,3.716717664,10.11830897
BM_10_717,3.680486755,11.64599906,7.485836863,7.871080969,-0.16514585,6.271755494,0.90413789,11.00688734,8.223479996,5.42492793,2.174341874,7.390199435,8.829621178,3.918623506,4.14873722,6.803691719,6.916795558,6.64342609,10.38498919,6.661157976,4.199122283,8.727581954,7.692216594,4.331777673,7.177615728,6.009823922,6.609925162,4.376935971,6.481071984,6.518328848,2.903590528,5.200261571,5.42167833,5.340612203,3.426000795,2.136553151,9.176155423
BM_10_720,3.759483605,12.07086888,7.612567835,7.955395389,1.455786752,8.112588764,3.039131496,10.64327146,8.455594096,5.443842866,1.799155046,7.449513991,8.938140109,4.634650487,4.18000509,6.473418649,6.741072289,6.685093067,10.22480732,6.72754704,4.309425454,8.909028937,6.638144389,4.699130541,7.315144389,6.06959396,6.675732257,4.671981487,5.867494062,7.075283296,3.685014449,5.352572414,5.577763875,5.769711863,2.689321324,3.434874449,9.763417537
hB_RNA_12804,2.887910451,13.55339307,7.286405752,7.642038353,-4.390548871,2.776794863,2.070787295,10.43552474,8.312019953,5.347470019,-0.173435356,7.472679229,8.317791416,4.27848535,3.624040948,6.069127759,5.61468193,5.951870161,9.87711786,6.326302004,4.416114814,7.653565904,6.556915708,4.336449473,6.986310578,5.704597692,6.254477754,4.782713916,5.763363701,5.957892032,3.645991947,5.025427484,5.921963009,5.327534102,2.353206702,2.793942697,9.461960096
hB_RNA_13491,3.642641997,11.89265126,7.429504886,7.601494721,0.282908969,5.154655197,3.337223167,10.9411269,8.315788751,5.421104746,2.148991664,8.009003217,8.795780218,4.651453874,5.125651291,6.807458393,6.089607045,6.949120178,9.993587826,6.919945788,4.298599644,9.186893413,7.156642024,4.84269819,7.218078463,6.105006316,6.969413023,4.605371601,5.592571993,6.980440252,3.739151813,5.329356825,5.621453934,5.846039256,2.002289821,2.7704867,9.694879871
hB_RNA_12724,4.341375265,12.14111406,7.805194526,7.864608384,0.962582792,7.805056844,2.539641261,11.11516879,8.495887852,5.874307036,4.162949631,8.133573459,9.236347636,5.041976547,4.769085693,6.888058239,6.638102312,7.310477333,10.5269814,7.311208632,3.919227343,9.29532272,6.714520557,5.397369403,7.626045249,6.518365412,7.049420412,4.9026129,5.765330275,7.701346642,3.162687943,5.327954688,5.517515534,6.4542546,3.495150516,3.490453103,9.747642874
BM_10_724,4.019980183,11.66084826,7.628881458,7.826920034,0.31057484,7.53479276,2.110103148,10.46190432,8.62857069,5.489502855,2.639239954,7.569771271,9.02847327,4.662355585,4.54811135,6.660607469,6.142155244,6.955674904,10.10165848,6.766989704,4.094649309,8.707250479,6.546574926,4.924426418,7.508028735,5.919302195,6.840525193,4.655887309,5.552772193,7.127176388,2.825955343,5.485155569,5.554116872,5.958511317,3.14380468,3.65920504,9.289940807
BM_10_703,3.5371519,11.59877611,7.898594155,7.816775917,-0.11075342,5.964675616,2.568559227,10.70982993,8.797743529,5.455075933,1.4137102,7.999801995,8.908344899,4.604873686,4.91696894,7.033199233,6.733211881,6.760914115,10.44657436,6.782023371,4.295669345,8.321246196,6.659191462,5.15574903,7.490626635,5.905679834,6.821345448,4.790803083,5.94603843,6.681470378,2.744926223,5.528340887,5.5608057,5.941464504,3.174715915,3.16263318,9.485664637
hB_RNA_13389,4.081068872,12.04650177,7.603719435,7.62633989,3.267922027,9.036705276,3.145180451,10.84486383,8.692328504,5.760926756,4.844542448,8.199792691,8.710000508,4.946118716,5.325379636,7.318987951,6.030940561,6.80408064,10.14404762,6.979022079,4.13934218,8.877816863,7.16526142,5.212934179,7.228877521,6.217048126,7.076013766,4.951330795,5.948650695,6.732819454,3.33477897,5.396707657,6.16883229,6.063633201,2.708067315,2.726327334,9.717308331
BM_10_699,4.09623046,11.80276762,7.642611422,7.731702658,1.926794494,7.888157047,3.454204059,10.09973406,8.454988186,5.521778409,2.740115339,7.883915826,9.178762499,4.77748624,4.489045024,6.275877586,6.647580057,6.763216743,10.26114664,7.181647557,4.461230388,8.827301148,6.781800501,4.702751088,7.312526636,6.332098112,7.168987719,5.286128852,5.681963338,7.00085281,2.508027235,5.416226189,6.201004431,5.929712866,3.555284327,3.930698064,9.781158787
BM_10_701,3.795422719,11.85568091,7.555670612,7.692935537,1.531837325,6.831662382,2.893027428,10.16698386,8.518969234,5.221532133,1.763944889,7.535227638,8.915010056,4.946119861,4.878241518,6.611654727,6.40803983,6.94666274,10.10144067,6.807379302,4.140950575,8.827970211,6.612198286,4.99638013,7.330746185,6.084178039,6.944733298,4.643831295,5.347002374,6.892624829,3.092031874,5.60184998,5.602046246,5.723106574,3.037237636,3.653256357,9.322253031
hB_RNA_13201,3.504925522,12.03387011,7.325843681,7.674919348,0.857702145,6.378437986,3.308519617,10.86396022,8.44200461,5.522589583,2.984499811,8.539902491,8.804307812,4.654062262,5.48877543,6.669684132,5.915321059,6.714375264,10.02833233,6.966092993,4.120086344,8.971723376,6.682677488,5.12329345,7.138958955,6.281894831,7.003465807,4.730490764,5.808700183,6.872991243,3.871307809,5.186916862,5.587443443,5.953819297,1.875811655,2.946372585,9.911288353
BM_10_698,3.627516411,12.36915601,7.200371298,8.1519884,2.970322875,8.567169009,2.753871633,10.71696075,8.385532875,5.350096656,4.636987467,8.175086945,8.805555538,5.011583003,3.363726678,6.040247409,5.868887702,6.992960649,9.92473206,6.812351531,4.529319824,9.333146407,6.859982222,4.742189577,7.052029293,5.441859477,6.805527734,5.488610413,5.832343018,6.779988659,3.912053159,5.218904691,6.332833734,5.684722242,3.594701375,2.842253001,10.53196584
BM_10_697,4.025613984,12.7237767,7.509781592,7.630443146,0.058938018,5.875205863,1.133070692,10.42947105,8.525870052,5.554489554,1.812947448,8.146733281,8.992809749,4.843901452,3.617847057,5.931058526,6.268485161,7.314610175,10.10048656,7.130816746,4.291147208,9.107778429,7.141848383,4.814808482,7.227331608,5.94520762,6.554894358,4.468423455,6.278094843,7.079751919,2.75080161,5.313544825,5.784363693,5.748915567,3.089045017,2.351444582,9.789654119
BM_10_808,3.561626754,11.70318026,7.38823847,8.043845521,2.489722375,8.424403514,1.654098784,10.50445273,8.242899313,5.285236163,3.79185309,7.024653095,8.55529023,4.199014859,4.360707073,6.704359551,6.836538196,6.638122144,10.01257469,6.184119244,3.664657253,8.300053397,7.812354859,4.358905638,7.00018809,5.374441629,6.140650998,3.723575174,6.344123532,6.461257347,3.350863162,5.409654835,5.38939734,5.378503871,3.566673674,3.10029965,9.629347793
BM_10_702,3.984937297,11.91984023,7.594723515,7.924629667,1.917309173,8.757215838,3.47320309,10.77434871,8.518705748,5.673617628,4.13598552,8.599997352,8.832018947,5.132091116,5.091468594,6.768830758,6.226520547,6.904187551,10.13256757,7.009241889,4.250845616,9.143664797,6.825231074,4.876014711,7.29841523,6.097608027,6.857574538,4.916175675,5.852605215,6.775255385,3.8504207,5.427240884,5.884523373,5.974076225,2.519591074,3.486937017,10.15101393
hB_RNA_12434,3.592406161,12.25921818,7.234282863,7.57432759,0.927230097,7.157829977,1.454211656,10.58214857,8.204254773,5.043141631,2.80340376,8.065319488,8.516892879,4.440060009,3.50987806,5.677807492,6.369193048,6.885246158,9.800853185,6.449197552,4.244087683,8.614862137,7.002692327,4.802828858,6.926055226,5.141218503,6.386587831,4.101950986,6.331092568,5.970363129,3.814263397,5.294536116,5.912594268,5.252915841,2.632892114,2.410131307,9.695833937
BM_10_790,4.098652281,12.69917458,7.740823942,7.792836567,-0.2211707749999999,6.164609814,1.256653573,10.56132535,8.561211021,5.53716734,1.430313744,7.932630863,9.215984036,4.749491941,4.258047172,6.311248684,6.485171016,6.818851381,10.2066087,7.060357299,4.116885258,9.086990846,6.475543827,4.846379923,7.399662615,6.306285487,6.511062108,4.55950376,5.960867708,7.175191769,3.067751451,5.393722528,5.727793182,5.9647454,2.465041403,3.258004163,9.674507786
BM_10_656,3.382167266,12.09593286,7.32142932,7.807511875,1.537228025,7.349862373,2.067601528,10.30337607,8.178837895,5.347544453,2.780722035,7.275804846,8.497473101,4.365346027,4.000864247,6.199034753,6.271273399,6.792411622,10.17224267,6.474602251,4.196943963,8.635581975,7.112611388,4.759161218,7.154704784,5.631069128,6.498314068,4.200040949,6.113917706,6.438595535,3.133649242,5.401870997,5.315716361,5.576867033,3.142697185,3.282262079,9.291228617
BM_10_813,4.112279312,12.72980241,7.525838286,7.849643041,0.706507689,6.108534376,4.615968071,10.7013129,8.674729283,5.765094049,1.868988085,8.040800667,9.024665267,5.153395033,5.126863878,6.90118009,6.552394427,6.973039802,10.33428611,7.586185213,4.523159416,8.694219949,6.07206869,5.089977399,7.405908901,6.237847428,7.440900259,5.132644555,5.752552445,6.971242496,2.947968724,5.232960197,5.651114029,6.290020696,3.381643635,2.895723977,9.798532066
BM_10_705,4.078295329,12.79696361,7.637717955,8.033552779,0.556977399,5.938628936,3.523616183,10.46830476,8.506480715,5.771327761,1.565572343,8.022819718,9.02537067,5.195281112,5.166669024,6.851554149,5.503776488,6.532080553,10.04339143,6.894810562,4.655648669,8.790183068,5.820535024,5.251022984,7.210807517,6.417448623,7.355318077,5.123803437,5.688502041,7.164480725,4.104198185,5.298996568,6.054523143,6.164457666,1.686935739,2.331710949,10.17114029
BM_10_650,3.978014757,12.36573768,7.394589282,7.985383445,1.732341299,7.184350021,2.835627109,10.89945767,8.299948017,6.103161411,2.74829055,7.94934986,8.748333432,4.708273639,5.317317661,6.904655719,6.322595772,6.716662213,10.15322925,6.78347817,4.325397673,8.931869514,6.809725558,5.095515974,7.077194948,6.208821318,7.153281791,4.448703455,5.739984136,6.895991714,3.83789066,5.153085087,5.785585423,6.140937633,2.604558371,2.292586483,9.624061368
BM_10_706,3.927078518,12.03660591,7.59345304,7.300914217,2.598242531,8.603352702,2.973153531,10.80931795,8.464577045,5.247488992,4.345240172,8.055557015,8.992857843,4.698840869,3.998110189,6.294606468,6.224579803,6.916561156,10.40081591,7.087518439,4.106965726,8.994898636,7.541584459,4.687521981,7.262591879,6.120156587,6.502899004,4.937736886,6.40635092,6.838929694,3.182475748,5.311129213,5.811264419,5.88724426,3.330893781,2.172995193,9.63835491
BM_10_693,3.600065113,12.41091582,7.549241416,8.040114169,4.043488732,9.564429033,1.876147546,10.90358198,8.369481626,5.582794897,6.104251492,7.954625353,8.970059341,4.521327882,4.229660603,6.924586502,6.425345896,6.615162327,10.36681139,6.934135373,4.181817863,8.599474291,7.18849492,4.714475431,7.374083018,6.366569581,6.785888188,4.61863782,5.67196894,6.948521129,3.233985118,5.292330129,5.660849871,5.85196022,2.797703146,1.715829598,9.870707122
BM_10_639,4.192358711,12.68054765,7.598347088,8.187222876,2.551626257,9.308966723,2.454093459,10.63191816,8.605441919,5.840484205,-1.437836335,8.365189028,9.053408005,5.029323936,4.642570269,6.898205536,6.147857531,6.88413457,10.27466807,6.897794748,4.940188074,9.138777948,6.555019953,4.965423843,7.190118992,6.524403851,7.421101834,4.666321969,4.774747468,7.236231812,3.22595498,5.320636579,5.659399478,5.914515488,2.608575489,3.961187543,10.09412883
BM_10_659,3.856598002,11.91950989,7.503975339,7.679635445,1.117199842,7.325139857,2.299007638,10.98212222,8.391004663,5.662525437,2.740567339,8.275520515,8.639540057,4.673779568,4.73851363,6.764761587,6.268784584,6.743094355,10.18540458,6.854181021,4.340690892,8.884934436,6.716168726,4.810969285,7.025548502,5.929212584,6.862076198,4.49048967,5.699819147,6.962132292,3.616956579,5.385248612,5.241271091,5.763065612,2.250556749,3.348860115,9.631274723
BM_10_692,3.907814917,11.66368119,7.658309736,7.986376915,-0.024179895,5.18229307,0.742836526,10.89076723,8.325799178,5.538625519,0.82499809,7.92644789,9.000040785,4.10767912,3.873498431,7.049001789,6.594973631,6.986254532,10.4238525,6.879100012,4.522335213,8.850000651,7.164759758,4.641045607,7.156504731,6.243094028,6.624406421,4.22857101,5.928494609,7.008397058,2.571094732,5.574013865,5.547483337,5.585280031,4.070053878,2.748332908,9.889212015
hB_RNA_12924,3.795425066,12.34838693,7.53753675,7.705494086,0.760634046,6.673788552,1.432219448,10.37484637,8.288416943,5.423354364,2.697097003,7.499748758,8.963569986,4.354065692,4.272350211,6.783922019,6.218028969,7.122714863,10.09536089,6.72223633,4.057840112,9.007498635,7.376422931,4.803024607,7.266282638,6.13745321,6.674209617,5.921119025,6.249712406,6.767834079,3.673436005,5.110071837,6.208280509,5.904599784,2.522596666,2.086611469,9.490200996
hB_RNA_13262,3.266184348,11.51796583,7.44917837,7.833335709,-0.43223552,4.43516982,3.399954858,10.56926973,8.592860126,5.505338202,0.662066965,7.851406028,8.685068516,4.787916384,5.482911954,6.620139154,6.258989014,6.118778765,10.11132723,6.598500748,4.372155565,7.853897008,6.403035737,5.273333984,7.335712634,6.076634345,7.196216067,4.469769701,5.68575411,6.775754427,4.592001126,5.222779862,5.972487377,6.067824691,1.592343737,2.913343697,9.246980115
BM_10_671,3.219451734,13.16531052,7.501335752,7.819802431,-0.035229408,4.844856945,1.351022029,10.46942862,8.329062371,5.664884671,2.110948211,7.34502581,8.773433871,4.5522467,3.546388551,6.5541716,6.374911467,6.713233359,10.06230472,6.734030079,3.90431535,8.320989366,7.384310119,4.622995206,7.160312608,5.829210245,6.37477119,4.101760472,5.812275929,6.601133022,3.287316278,5.050310692,5.409287002,5.647063477,3.185460548,2.693632391,9.074944372
BM_10_691,3.342251477,12.63715835,7.570789566,8.275520271,0.851141549,5.802451328,3.217432054,11.47710204,8.575591594,5.864737866,2.806085685,8.667654346,8.823543022,4.977036236,6.082569758,7.344428698,6.239289536,6.14218739,10.30080695,6.596400199,4.557483103,8.589255264,6.941131802,5.70351159,7.096294466,5.988158124,7.217977125,5.891017921,5.731512768,6.461480052,4.614160592,5.265148457,6.630744868,6.235298427,1.441993262,2.931852578,10.49455795
hB_RNA_13102,3.595874476,12.61487153,7.545719138,8.040410391,1.403224134,7.006792438,2.38143213,10.65246724,8.428206798,5.716687582,2.732091328,7.775110966,8.824305568,4.306534509,4.464431632,6.551779662,6.608302484,6.628994828,10.19465428,6.552621675,4.58583778,8.825612702,6.813258419,4.875289976,7.315513816,6.158671796,6.569329131,4.36505234,5.556965735,6.876330827,3.077506387,5.230706798,5.497310419,5.690678553,2.691182807,3.040018559,9.488134822
BM_10_657,3.224637568,11.29152604,7.245268323,7.847256274,0.03242108,6.101213831,2.161975555,10.54924311,8.019049415,5.661747926,1.943685791,7.905576406,8.25985052,4.142927398,4.862722182,6.621612092,6.620228049,5.985026383,9.733199475,5.997278876,4.145686703,7.724097682,7.127087806,5.009830341,6.939617017,5.573234008,6.518017656,4.195125776,5.322079569,6.208687482,2.990472932,5.30166947,5.433764451,5.340794991,2.560470772,3.01047123,8.900073671
BM_10_690,3.373613783,12.20524303,7.396467536,8.191093934,0.528515064,4.797276599,1.977990143,11.17609638,8.123723412,5.961993331,1.070857852,7.765010474,8.667423938,4.704670746,5.655183385,7.273375419,6.160470393,6.46336597,10.23278363,6.720454554,4.360616948,8.430337824,6.689016873,5.451788213,7.203942464,5.832518429,7.068818908,4.913838425,5.484800046,6.629602594,4.022342347,5.356144301,6.078353175,6.107173989,1.723908991,2.25049075,9.790486949
hB_RNA_13193,2.669252902,12.60260424,7.192706736,7.602378908,0.715356998,5.586591794,0.223484425,10.07763737,8.318439862,5.303673875,2.128658911,6.995055109,8.126448347,3.870150363,3.145354392,5.910425347,6.765519314,6.241180113,9.933783689,5.845641553,3.671750337,7.408113329,7.398000585,4.100127978,7.08991707,5.426213633,5.806352822,3.65669406,6.06486761,5.725487217,3.601138771,5.192309637,4.789994237,5.130535644,3.105065424,2.583430716,8.636472469
BM_10_689,3.80836035,12.23272843,7.451981482,7.930686275,0.006846434,5.214330385,1.561069433,10.8984581,8.203551466,6.037880246,1.691485887,8.089153638,8.777316305,4.629622186,5.20530154,7.248266868,6.575559697,6.890496864,10.20784971,6.601119013,3.944926793,8.070043332,7.170985495,4.747260753,7.37033897,6.071661094,6.874066066,4.459468461,5.710701121,6.421082395,2.952963411,5.330335714,5.579757011,5.854522869,2.725620751,3.067014029,9.765492787
BM_10_807,2.93053557,12.46345553,7.34812655,8.077525605,2.864302928,8.108981368,0.829205936,11.10160239,8.226795714,5.745052875,4.257808863,7.088038632,8.60538345,4.076161517,4.557379467,6.929162014,6.736530753,6.819366401,10.10098645,6.49497187,3.616692587,9.004787589,7.971203354,4.839155557,7.133162652,5.735084611,6.563547262,4.275807404,6.024019811,6.475314461,3.322843662,5.093179403,5.52486316,5.569569803,2.416787744,2.747009466,9.88334287
BM_10_684,4.020641656,12.02811636,7.62762558,7.633815531,2.370426966,8.386984037,1.548262922,10.57550322,8.58840739,5.71247354,4.173020463,8.21449224,8.911880801,4.653420104,4.087187117,6.110410615,6.535418696,6.741370797,10.21098113,6.78544176,4.250513831,8.703212212,6.956916765,4.905821242,7.176881766,6.025032093,6.795533648,4.48769345,6.125028765,6.905746921,3.472193362,5.449256263,5.477434161,5.951151948,2.742502334,2.370438162,9.57593161
BM_10_685,3.003429894,12.1792734,7.691411321,7.873150971,0.705330475,7.027451175,2.71220343,10.81643661,8.731624683,5.333188047,2.274750277,8.098704422,9.201483852,4.337451524,3.237269623,5.979857153,6.20812852,6.959793107,10.26364485,7.510669346,4.538825682,9.374042357,6.554585355,5.268757501,7.434537917,5.443626265,6.789879716,6.05602067,6.178099271,6.717203864,3.450797551,5.415598597,6.873427895,6.101787421,2.051334594,2.104909268,10.03964628
BM_10_766,3.476996344,13.06126852,7.415954493,7.796360187,-0.152221581,5.188634138,0.700047387,10.72016012,8.145818525,5.632494959,0.569827078,7.457664412,8.456154382,4.286841771,3.716142609,6.253817815,6.498327442,6.283806069,10.11454649,6.473048798,3.828079944,7.548797131,6.914092398,4.557892238,7.137640486,5.792226466,6.280270634,5.406603397,5.652360188,6.115208718,3.428532902,5.400232869,6.249144637,5.810414336,3.134986052,2.593887347,9.374990661
BM_10_660,3.689816435,12.63831813,7.424165772,7.511373186,2.241447094,8.893960755,2.463719902,10.2792027,8.605030706,5.942221768,3.85604683,7.784844555,8.863313559,4.889523695,4.135209906,6.493668606,6.409751273,6.860517775,10.05728103,6.898916628,4.295188429,8.618930153,6.183253761,4.911168201,7.329588431,5.82129385,6.683848869,4.298596085,5.5968766,6.853691102,2.889420906,5.209729805,5.110122866,5.884297306,2.791558321,2.587621937,9.171660792
hB_RNA_12536,3.915215214,12.72425996,7.738340546,7.404749744,1.202976804,7.549817501,1.010750535,10.41895688,8.380136559,5.723208064,3.896433214,7.587790062,8.850814128,4.445975606,3.71584089,6.670103875,7.024649079,6.61134955,10.17914809,6.672386578,4.059011029,7.981462338,7.158802267,4.589140688,7.359297183,5.859983738,6.427769904,4.610868739,6.170007954,6.809591165,2.369599118,5.502550113,5.602796808,6.211665031,3.324669954,2.335487893,9.197316497
BM_10_686,3.869013371,12.80907523,7.667473711,7.864344246,2.35294733,7.8591729,2.503399446,10.48799319,8.513523289,5.576537262,3.701498844,7.566140696,8.855981569,4.715507769,3.921975287,6.457491144,6.146627769,6.916267125,10.2886699,6.839955007,4.224577202,8.537916023,6.690027469,4.939455144,7.366789835,6.079847708,6.49080991,4.535579487,5.452306925,6.762711716,3.080346515,5.409854167,5.627555012,5.739997854,2.909098934,3.411187077,9.506392605
hB_RNA_12444,4.753816495,13.43119141,7.731657405,8.711533396,2.984824184,10.08367286,3.855588931,10.92870163,8.663464277,6.48065061,4.784684294,8.803794135,9.388252652,5.047265018,5.142242586,7.300657578,5.591523092,7.418176834,10.3816946,7.420645419,5.939977824,9.63004536,5.2909929,5.292879033,7.176500323,7.205924522,7.598681417,5.02114203,5.036728152,7.890827295,4.213740808,5.182705912,6.337452957,6.388436186,2.572508048,3.462359532,10.59074723
hB_RNA_12433,3.476747262,11.91625985,7.509165313,7.692956548,-0.414839284,5.496564157,1.806821025,10.31237187,8.202255129,5.524024039,2.02592706,7.808529186,8.591142678,4.652230017,4.515683975,6.838676992,6.730703303,6.614144582,10.13241891,6.593073138,4.247654117,8.573303403,7.434571516,5.055062023,7.117435021,5.966814707,6.760709038,4.107112597,5.980287448,6.522804312,2.850687723,5.44595073,5.297697532,5.404707231,2.980774257,1.855720106,9.380749968
hB_RNA_12638,3.883829126,10.91823554,7.527739494,7.481864526,2.511080299,8.04683697,1.747394471,10.30025327,8.421644517,5.565583118,3.915283155,7.837467909,8.583276684,4.441511537,3.70650734,5.921756495,6.72824963,7.029280895,9.976321903,6.391126268,4.022911276,8.560265926,7.061650613,4.549154476,7.21551296,5.649076601,6.125127825,3.754139952,6.022729195,6.468031396,2.693293719,5.315746164,5.396405275,5.430333683,3.164802314,3.421044793,9.569927075
BM_10_649,4.21141002,12.82119098,7.38966617,7.733030682,3.209132472,9.087660923,2.238929327,11.16958225,8.491556476,5.707885472,4.466142952,8.646729432,9.12122039,4.983456219,4.428793347,6.289189623,5.702814535,7.634208575,10.23720394,7.503412082,4.01674019,10.09652581,6.383869937,5.310909959,6.965560106,6.278185587,6.862555825,4.767942632,5.215276568,7.383288169,4.101308487,5.143227285,6.261219816,6.182793449,1.872251173,2.92210232,10.26179493
BM_10_648,4.041773558,12.294879,7.593110009,7.734858502,1.502517586,7.637131835,2.158700772,10.2057572,8.528227496,5.764009545,3.181527633,8.04044128,8.978072123,4.622474573,2.901697201,5.824238961,6.50437446,7.383493388,10.05784606,6.736488266,4.751878093,8.903761611,5.992626539,4.614080279,7.350377553,6.069568463,6.329119306,4.159868593,6.085984064,6.853134633,2.557800179,5.449038481,5.527745017,5.571769343,3.165602284,3.270116603,9.806515104
BM_10_647,4.039715499,13.71913813,7.418722176,8.150697565,1.781719755,8.222309281,2.460501784,11.22552573,8.512749768,5.845478782,3.873549076,8.152299309,8.880607506,5.064742364,5.697877597,7.408853777,5.649867855,7.055524917,10.01144245,6.990070736,4.187734862,9.352940273,6.289364041,5.523932252,6.94250209,6.46052389,7.247879112,5.305465511,5.240380427,7.022443976,4.614180604,5.340376262,6.527498021,6.002072487,2.754048113,3.904306657,10.32702287
BM_10_681,4.115847299,12.57340604,7.839855209,7.666065358,-0.601840211,6.088781378,3.889223673,10.32833523,8.830848392,5.763570494,1.235385531,8.097392774,9.20766337,4.975734015,4.42725204,6.427800166,6.399695399,7.310036947,10.31251073,7.274931546,4.431959268,9.07138035,6.013812822,4.789876018,7.573283264,6.224702907,6.965696254,4.520422908,5.546593077,7.009641275,1.984552357,5.53020761,5.807451999,5.996075571,3.216094388,2.929796763,9.249938033
BM_10_682,4.077825998,11.50148039,7.567845446,7.537785027,1.449796071,7.028383545,2.970533105,10.47580696,8.412919117,5.566657133,2.933336068,7.80748807,8.804445675,4.820629813,3.681360903,5.87179296,6.379198938,6.817980416,9.84895493,6.871315846,4.563068605,8.72700406,6.924115056,4.226964815,7.217652347,6.232860954,6.592334071,4.192567894,5.953966437,6.957668602,2.379051444,5.395378495,5.154689413,5.634474865,3.947887581,3.299968986,9.591533022
BM_10_687,3.57176708,13.30310238,7.491960356,8.071713656,-0.446163051,2.841399243,1.862338775,10.47807283,8.569095325,5.484260278,0.589659565,7.536270898,8.763887096,4.877169114,4.155939773,6.854802087,5.860041865,6.991766311,9.883175551,6.589634745,4.620006104,8.723886195,6.39718717,4.466075059,7.147821629,5.832415652,6.796665214,4.80071431,5.661684124,6.467865807,3.840148733,5.423678963,6.069228841,5.490001264,3.010520746,3.296902388,9.940653722
hB_RNA_13081,3.156927597,10.48873934,7.665789256,8.348573278,3.108974967,8.495621402,1.431273447,10.96778128,8.637606056,5.073075368,4.717092657,7.866520712,9.050444708,4.574869366,5.178747649,6.821335594,6.10704219,6.701645249,9.86045372,6.787697123,3.683517529,9.509460035,7.166321599,4.845826826,7.288898484,6.552209531,7.273439092,4.48960461,5.654298026,7.34063647,3.652628151,5.36661577,5.793298543,6.077818426,1.384304013,2.918843766,9.73690709
hB_RNA_12464,3.32980917,12.24307133,7.381910515,7.82502378,0.98107142,6.453888276,2.492642355,10.76456758,8.435828333,5.497024501,2.765798452,8.005230694,8.780350499,4.549326348,5.372339045,6.859294652,5.921397041,6.82833599,10.06248711,7.101058897,4.073559531,9.027071383,6.670622901,5.092617433,6.982345133,6.279177993,6.90616602,4.3667819,5.12998596,7.069375185,4.084772709,5.143282875,6.154148527,6.199444681,1.780882281,3.269740514,9.351220309
hB_RNA_13542,4.297561309,13.49348042,7.494450547,8.473816174,0.351568707,6.390767362,2.809793722,10.5013352,8.250663745,5.880361151,2.822852695,7.996416148,8.881932442,4.649280492,4.92887037,7.252343837,6.341617785,6.898983672,9.947565741,6.762211924,5.211528438,9.135587057,6.313239984,5.093749654,7.079409574,6.20710612,7.159793007,4.738587799,5.326850718,7.101162564,3.891668689,5.247690722,5.968949203,5.862972134,2.246314863,3.338559618,9.816350467
BM_10_549,4.260611349,12.53365502,7.751803584,7.617631497,3.20113605,8.921668242,3.475905772,10.96109732,8.584083723,5.715578151,4.213465986,8.037390725,9.123981404,5.038767436,4.873082397,6.963743676,6.83154436,7.311391328,10.58780869,7.000139709,4.226846564,9.03129906,6.83221551,5.473750103,7.602834199,5.951818379,6.670164675,5.206740522,5.793011099,6.982247398,3.118216173,5.364459516,6.072910737,6.155672784,2.691365186,2.330281992,9.908536754
BM_10_787,4.436358522,12.87956873,7.629651782,7.330235138,0.922273876,7.157280966,3.172006985,10.44860751,8.495849659,5.935906436,2.268484955,8.22778415,9.019106013,4.876814478,4.108444766,6.664914934,6.568243377,7.440919244,10.22829421,7.179667537,4.429546759,8.769737236,6.633300132,5.330015549,7.283378749,5.874161865,7.108681938,4.83530771,6.091487053,6.805982127,2.92688032,5.500875748,5.694876176,6.022119506,3.797008352,2.206012613,9.434372165
